0,0.00153398
1,0.00460193
2,0.00766983
3,0.0107377
4,0.0138054
5,0.016873
6,0.0199404
7,0.0230077
8,0.0260747
9,0.0291415
10,0.032208
11,0.0352742
12,0.0383401
13,0.0414056
14,0.0444708
15,0.0475355
16,0.0505997
17,0.0536635
18,0.0567268
19,0.0597896
20,0.0628518
21,0.0659134
22,0.0689743
23,0.0720347
24,0.0750943
25,0.0781532
26,0.0812114
27,0.0842689
28,0.0873255
29,0.0903814
30,0.0934363
31,0.0964904
32,0.0995436
33,0.102596
34,0.105647
35,0.108697
36,0.111747
37,0.114795
38,0.117842
39,0.120888
40,0.123933
41,0.126977
42,0.130019
43,0.133061
44,0.136101
45,0.139139
46,0.142177
47,0.145213
48,0.148248
49,0.151281
50,0.154313
51,0.157343
52,0.160372
53,0.1634
54,0.166426
55,0.16945
56,0.172473
57,0.175494
58,0.178514
59,0.181532
60,0.184548
61,0.187562
62,0.190575
63,0.193586
64,0.196595
65,0.199602
66,0.202607
67,0.20561
68,0.208612
69,0.211611
70,0.214609
71,0.217604
72,0.220598
73,0.223589
74,0.226578
75,0.229565
76,0.23255
77,0.235533
78,0.238514
79,0.241492
80,0.244468
81,0.247442
82,0.250413
83,0.253382
84,0.256349
85,0.259313
86,0.262275
87,0.265234
88,0.268191
89,0.271145
90,0.274097
91,0.277046
92,0.279993
93,0.282937
94,0.285878
95,0.288816
96,0.291752
97,0.294685
98,0.297616
99,0.300543
100,0.303468
101,0.30639
102,0.309309
103,0.312225
104,0.315138
105,0.318048
106,0.320955
107,0.323859
108,0.32676
109,0.329658
110,0.332553
111,0.335445
112,0.338334
113,0.341219
114,0.344101
115,0.34698
116,0.349856
117,0.352729
118,0.355598
119,0.358463
120,0.361326
121,0.364185
122,0.36704
123,0.369892
124,0.372741
125,0.375586
126,0.378428
127,0.381266
128,0.3841
129,0.386931
130,0.389758
131,0.392582
132,0.395401
133,0.398218
134,0.40103
135,0.403838
136,0.406643
137,0.409444
138,0.412241
139,0.415034
140,0.417824
141,0.420609
142,0.42339
143,0.426168
144,0.428941
145,0.431711
146,0.434476
147,0.437237
148,0.439994
149,0.442747
150,0.445496
151,0.448241
152,0.450981
153,0.453717
154,0.456449
155,0.459177
156,0.4619
157,0.464619
158,0.467333
159,0.470043
160,0.472749
161,0.47545
162,0.478147
163,0.480839
164,0.483527
165,0.48621
166,0.488889
167,0.491563
168,0.494232
169,0.496897
170,0.499557
171,0.502212
172,0.504863
173,0.507509
174,0.51015
175,0.512786
176,0.515418
177,0.518045
178,0.520666
179,0.523283
180,0.525895
181,0.528502
182,0.531104
183,0.533701
184,0.536293
185,0.53888
186,0.541462
187,0.544039
188,0.54661
189,0.549177
190,0.551738
191,0.554294
192,0.556845
193,0.559391
194,0.561931
195,0.564466
196,0.566996
197,0.569521
198,0.57204
199,0.574553
200,0.577062
201,0.579565
202,0.582062
203,0.584554
204,0.58704
205,0.589521
206,0.591997
207,0.594466
208,0.596931
209,0.599389
210,0.601842
211,0.60429
212,0.606731
213,0.609167
214,0.611597
215,0.614022
216,0.61644
217,0.618853
218,0.62126
219,0.623661
220,0.626056
221,0.628446
222,0.630829
223,0.633207
224,0.635578
225,0.637944
226,0.640303
227,0.642657
228,0.645005
229,0.647346
230,0.649681
231,0.652011
232,0.654334
233,0.656651
234,0.658961
235,0.661266
236,0.663564
237,0.665856
238,0.668142
239,0.670422
240,0.672695
241,0.674962
242,0.677222
243,0.679476
244,0.681724
245,0.683965
246,0.6862
247,0.688429
248,0.690651
249,0.692866
250,0.695075
251,0.697278
252,0.699473
253,0.701663
254,0.703845
255,0.706021
256,0.708191
257,0.710353
258,0.712509
259,0.714659
260,0.716801
261,0.718937
262,0.721066
263,0.723188
264,0.725304
265,0.727413
266,0.729514
267,0.731609
268,0.733697
269,0.735779
270,0.737853
271,0.73992
272,0.74198
273,0.744034
274,0.74608
275,0.748119
276,0.750152
277,0.752177
278,0.754195
279,0.756206
280,0.75821
281,0.760207
282,0.762196
283,0.764179
284,0.766154
285,0.768122
286,0.770083
287,0.772036
288,0.773983
289,0.775922
290,0.777853
291,0.779778
292,0.781695
293,0.783605
294,0.785507
295,0.787402
296,0.789289
297,0.791169
298,0.793042
299,0.794907
300,0.796765
301,0.798615
302,0.800458
303,0.802293
304,0.80412
305,0.80594
306,0.807753
307,0.809558
308,0.811355
309,0.813144
310,0.814926
311,0.816701
312,0.818467
313,0.820226
314,0.821977
315,0.823721
316,0.825456
317,0.827184
318,0.828904
319,0.830616
320,0.832321
321,0.834018
322,0.835706
323,0.837387
324,0.83906
325,0.840725
326,0.842383
327,0.844032
328,0.845673
329,0.847307
330,0.848932
331,0.850549
332,0.852159
333,0.85376
334,0.855354
335,0.856939
336,0.858516
337,0.860085
338,0.861646
339,0.863199
340,0.864744
341,0.866281
342,0.867809
343,0.86933
344,0.870842
345,0.872346
346,0.873842
347,0.875329
348,0.876809
349,0.87828
350,0.879743
351,0.881197
352,0.882643
353,0.884081
354,0.885511
355,0.886932
356,0.888345
357,0.88975
358,0.891146
359,0.892534
360,0.893913
361,0.895284
362,0.896646
363,0.898001
364,0.899346
365,0.900683
366,0.902012
367,0.903332
368,0.904644
369,0.905947
370,0.907242
371,0.908528
372,0.909806
373,0.911075
374,0.912335
375,0.913587
376,0.91483
377,0.916065
378,0.917291
379,0.918508
380,0.919717
381,0.920917
382,0.922109
383,0.923291
384,0.924465
385,0.925631
386,0.926787
387,0.927935
388,0.929075
389,0.930205
390,0.931327
391,0.93244
392,0.933544
393,0.934639
394,0.935726
395,0.936803
396,0.937872
397,0.938932
398,0.939984
399,0.941026
400,0.94206
401,0.943084
402,0.9441
403,0.945107
404,0.946105
405,0.947094
406,0.948075
407,0.949046
408,0.950008
409,0.950962
410,0.951906
411,0.952842
412,0.953768
413,0.954686
414,0.955594
415,0.956494
416,0.957385
417,0.958266
418,0.959139
419,0.960002
420,0.960857
421,0.961702
422,0.962538
423,0.963366
424,0.964184
425,0.964993
426,0.965793
427,0.966584
428,0.967366
429,0.968139
430,0.968903
431,0.969657
432,0.970403
433,0.971139
434,0.971866
435,0.972584
436,0.973293
437,0.973993
438,0.974684
439,0.975365
440,0.976037
441,0.9767
442,0.977354
443,0.977999
444,0.978634
445,0.97926
446,0.979877
447,0.980485
448,0.981083
449,0.981673
450,0.982253
451,0.982824
452,0.983385
453,0.983937
454,0.98448
455,0.985014
456,0.985539
457,0.986054
458,0.98656
459,0.987057
460,0.987544
461,0.988022
462,0.988491
463,0.98895
464,0.9894
465,0.989841
466,0.990273
467,0.990695
468,0.991108
469,0.991511
470,0.991906
471,0.992291
472,0.992666
473,0.993032
474,0.993389
475,0.993737
476,0.994075
477,0.994404
478,0.994723
479,0.995033
480,0.995334
481,0.995625
482,0.995907
483,0.99618
484,0.996443
485,0.996697
486,0.996941
487,0.997176
488,0.997402
489,0.997618
490,0.997825
491,0.998023
492,0.998211
493,0.99839
494,0.998559
495,0.998719
496,0.99887
497,0.999011
498,0.999142
499,0.999265
500,0.999378
501,0.999481
502,0.999575
503,0.99966
504,0.999735
505,0.999801
506,0.999858
507,0.999905
508,0.999942
509,0.999971
510,0.999989
511,0.999999
512,0.999999
513,0.999989
514,0.999971
515,0.999942
516,0.999905
517,0.999858
518,0.999801
519,0.999735
520,0.99966
521,0.999575
522,0.999481
523,0.999378
524,0.999265
525,0.999142
526,0.999011
527,0.99887
528,0.998719
529,0.998559
530,0.99839
531,0.998211
532,0.998023
533,0.997825
534,0.997618
535,0.997402
536,0.997176
537,0.996941
538,0.996697
539,0.996443
540,0.99618
541,0.995907
542,0.995625
543,0.995334
544,0.995033
545,0.994723
546,0.994404
547,0.994075
548,0.993737
549,0.993389
550,0.993032
551,0.992666
552,0.992291
553,0.991906
554,0.991511
555,0.991108
556,0.990695
557,0.990273
558,0.989841
559,0.9894
